Tweet,Message,Match,Polarity
764,"RT DavidBellCBC Matcha cafe franchise expands to Calgary, Halifax and Montreal ",NONE,neutral
765, tbeaudanbeau NAIG2020HFX It will be Halifax Common in the heart of Halifax and also home to the NAIG 2020 culture village,NONE,neutral
766, nickrichard Yeah... they're called the Halifax Thunderbirds...,NONE,neutral
767, HeatherRankinMe Looking forward to seeing Heather Rankin tonight in London great Kitchen Party show in Halifax t ,great,positive
768," PremSafety jongomm In Halifax Yes, looks like August 15 at St Patrick s Church on Barrington.",like,positive
769," Team Summit Group gathered today for our Annual GoalSetting Session including reviews of 2019 accomplishments, ",NONE,neutral
770,RT FCHTOnline U19s FC Halifax Town U19s through to the next round of the League Cup fcht HT ,NONE,neutral
771,RT hfxinnovation Data from entrevestor shows Halifax as the cornerstone of the Atlantic Canadian startup community home to 199 startup ,cornerstone,positive
772,"RT PaulCreelmanCTV Official Launch of SIKU The Indigenous Knowledge Social Network. It s an app designed by Inuit for Inuit. With SIKU, ",NONE,neutral
773,"RT DavidBellCBC Matcha cafe franchise expands to Calgary, Halifax and Montreal ",NONE,neutral
774, nickrichard They have a team in Halifax now... I may look at seeing a game in the new year... always watched it o ,NONE,neutral
775,Halifax Rainmen Seiya Ando Highlight 1 NBL ,NONE,neutral
776,"Matcha cafe franchise expands to Calgary, Halifax and Montreal ",NONE,neutral
777,"RT macdob vignemale2 livlab The main title is A Spirited Yorkshire Woman Just to give an idea of contents, in case anyone wants to po ",spirited,positive
778,RT FCHTOnline U19s FC Halifax Town U19s through to the next round of the League Cup fcht HT ,NONE,neutral
779," Critic Dietetic SafuraSyed samanthamfirth AcadiaNutrition MSVU Halifax Thanks for joining from UPEI, ",critic,negative
780,The Junior riders' donation drive for the shoeboxhalifax is going strong All donations are due on Friday Will th ,strong,positive
781,RT BearMeandering Only 5 idiots ,idiots,negative
782,Just signed up for a sketch and draw class through Halifax Rec. Anyone want yo join me Tuesdays from Jan 14 to Mar ,mar,negative
783,RT NSRasta A 37 year old Halifax man has been charged following the death of a young man in March 2018 who fell from the roof of a store ,"death,fell",negative
784,"RT Critic Dietetic Congrats to criticalstudents like SafuraSyed, samanthamfirth, Paula amp GurneetKDhami for sharing their voices on ca ",NONE,neutral
785,"Congrats to criticalstudents like SafuraSyed, samanthamfirth, Paula amp GurneetKDhami for sharing their voices on ",like,positive
786,"RT RoyalCanNavy The future HMCSHarryDeWolf howled successfully during the builder trials in Halifax Check out this highlight video, ",successfully,positive
787, pond5 royaltyfree footage stockfootage stockvideo stockvideos editing filmmaking ,NONE,neutral
788,RT anne camozzi For Day 4 artadventcalendar detailfrom Painting away Pain commission done for hospital foundation auction.The painting ,pain,negative
789,RT DeltaRichGreen David Nickarz allan crawshaw AndrewScheer theJagmeetSingh CPC HQ denied power while NDP in denial. Both failed wh ,"denied,failed",negative
790,"RT elanacamille Exciting news Halifax friends I'm going to be doing a pop up at SweetPeaHalifax this Friday, 5 9p And to celebrate, w ",exciting,positive
791,". DSC News and HalifaxHealth announce a brand new, unique sponsorship agreement between the college and the healt ",NONE,neutral
792,"Experience the downtown winter magic that is Spring Garden Road, at Shopping Under the Stars. Lots of discounts, pr ",magic,positive
793,"Join the Evergreen House for their 'Christmas Cheer and Song' open house. Enjoy carols, cookies, crafts and visit ","cheer,enjoy",positive
794,RT RickRMehta FREE SPEECH PROFESSOR'S LEGAL DISPUTE WITH ACADIA UNIVERSITY IS OVER More information about the legal dispute are containe ,NONE,neutral
795,RT thestarhalifax An eight year old Nova Scotia girl who helped rescue her family from a van that plunged into a river has received a bra ,helped,positive
796,RT DeltaRichGreen GoGreen VoteGreen Canada ForwardTogether Vancouver Toronto Montreal Halifax Winnipeg Edmonton Regina Vict ,NONE,neutral
797,Ontario...Quebec...Nova Scotia...New Brunswick...Manitoba...British Columbia...Prince Edward Island...Saskatchewan. ,NONE,neutral
798,RT GraystonThe 1 3 of tickets gone in just 4 days for David Glover s Those Cragg Vale Coiners talk on 14 Jan at 730. Now at Halifax Tow ,NONE,neutral
799,RT GraystonThe Only 5 idiots ,idiots,negative
800,Wed 18 27 Mainly Clear Temp 1.1 C Humidity 83 Press 99.9 kPa rising. ,clear,positive
801,"RT According2Luke Alberta already has far more ""school choice"" than any province in Canada and gives far more public funding to Private ",NONE,neutral
802,RT MrDash109 Canada's conservative Reform Party's despise public education amp teachers. So they push for home skoolin etc so Maw amp Paw Ke ,"conservative,despise",negative
803,RT educations francoislegault SJB CAQ slebel19 jfrobergeQc L'amendement l'article 93 de la Constitution de 1867 a permis la mise e ,NONE,neutral
804,"RT According2Luke Alberta already has far more ""school choice"" than any province in Canada and gives far more public funding to Private ",NONE,neutral
805,"RT reubenmahaffy ""In Canada, socio economically advantaged students outperformed disadvantaged students in reading by 68 score points in ",NONE,neutral
806,RT JulieSLalonde Canadian women now achieve higher levels of education than men and yet are still averaging .87 cents on the dollar. An ,NONE,neutral
807, BethCoulson5 jay11w KTHopkins And you would be wrong. Check out OECD education reviews and rankings. Canada by f ,NONE,neutral
808,RT withwozney Good to see parent amp community voices being valued amp empowered as full partners in public education. We ve lost this in ns ,NONE,neutral
809, ByDonkeys Jacob Rees Mogg Same happening here in Canada with the Conservative Tory party. Gutting our universal h ,conservative,negative
810,"RT According2Luke Alberta already has far more ""school choice"" than any province in Canada and gives far more public funding to Private ",NONE,neutral
811,RT Hmason36 Ontario has a world class education system that others try to emulate. Help me understand why fordnation is messing with it ,messing,negative
812,RT educations francoislegault SJB CAQ slebel19 jfrobergeQc L'amendement l'article 93 de la Constitution de 1867 a permis la mise e ,NONE,neutral
813,Thanks for dropping by our booth in Surrey today Our team will be at the Canada Place Convention Centre in ,NONE,neutral
814, francoislegault SJB CAQ slebel19 jfrobergeQc L'amendement l'article 93 de la Constitution de 1867 a permis l ,NONE,neutral
815, Lawsome We need a women's political party in Canada. I propose one based one 3 pillars 1. Keeping abortion leg ,NONE,neutral
816,RT DavidGa00551603 Eventually the Canadian people will figure out what is the truth the Conservative party have sold out to their sponsor ,conservative,negative
817,,NONE,neutral
818,RT According2Luke Over 4 in 10 Albertans do NOT believe in Evolution. Almost half think Creationism should be taught in school. . And our ,NONE,neutral
819,RT withwozney Good to see parent amp community voices being valued amp empowered as full partners in public education. We ve lost this in ns ,NONE,neutral
820,RT withwozney Good to see parent amp community voices being valued amp empowered as full partners in public education. We ve lost this in ns ,NONE,neutral
821,Good to see parent amp community voices being valued amp empowered as full partners in public education. We ve lost thi ,NONE,neutral
822,"RT According2Luke Alberta already has far more ""school choice"" than any province in Canada and gives far more public funding to Private ",NONE,neutral
823,RT According2Luke Over 4 in 10 Albertans do NOT believe in Evolution. Almost half think Creationism should be taught in school. . And our ,NONE,neutral
824,"RT According2Luke Alberta already has far more ""school choice"" than any province in Canada and gives far more public funding to Private ",NONE,neutral
825,Canada needs an influx of higher learning enrollments. Well educated individuals are becoming Canadian citizens the ,"well,educated",positive
826,RT signsaresaying CBCKatie How obvious is CBC going to get here You forget Canada s well regarded public education university system b ,well,positive
827,"RT According2Luke Alberta already has far more ""school choice"" than any province in Canada and gives far more public funding to Private ",NONE,neutral
828,"RT beachmagoo The Alberta Govt chose to have an 8.7 billion deficit. The Govt could have chosen a 5 billion surplus, no cuts to educat ",NONE,neutral
829,RT CBCAlerts Ontario public system high school teachers are going ahead with a one day walkout today after late night talks failed to bre ,failed,negative
830,Our graphic design student working on details. Her keen eyes are bringing good results itdcanada art design ,"keen,good",positive
831,Une ann e fructueuse pour la Division scolaire franco manitobaine ,NONE,neutral
832,RT According2Luke Over 4 in 10 Albertans do NOT believe in Evolution. Almost half think Creationism should be taught in school. . And our ,NONE,neutral
833,RT According2Luke Over 4 in 10 Albertans do NOT believe in Evolution. Almost half think Creationism should be taught in school. . And our ,NONE,neutral
834,RT TundeTASH Top 10 Sites to learn Excel for free Sites for Free Online Education Sites for your career Sites to review your re ,"top,excel,free",positive
835,RT signsaresaying CBCKatie How obvious is CBC going to get here You forget Canada s well regarded public education university system b ,well,positive
836, CEPascal winter canada Sflecce Thanks for the memories exercise recall and addition cause it's much worse than ,worse,negative
837, Sflecce Some physicians in Quebec chose to reject a salary increase in order to have the money go to patient care ,NONE,neutral
838,RT According2Luke Over 4 in 10 Albertans do NOT believe in Evolution. Almost half think Creationism should be taught in school. . And our ,NONE,neutral
839,"RT According2Luke Alberta already has far more ""school choice"" than any province in Canada and gives far more public funding to Private ",NONE,neutral
840,"RT terryharris Important message, particularly for detractors of AB's publicly funded K 12 education system. Evidence confirms AB studen ",important,positive
841,Eventually the Canadian people will figure out what is the truth the Conservative party have sold out to their spon ,conservative,negative
842,RT TCoxJardine Elected school boards returning to P.E.I. after 8 years of government appointees ,NONE,neutral
843,RT According2Luke Over 4 in 10 Albertans do NOT believe in Evolution. Almost half think Creationism should be taught in school. . And our ,NONE,neutral
844,RT signsaresaying CBCKatie How obvious is CBC going to get here You forget Canada s well regarded public education university system b ,well,positive
845,"RT ACEsCanada2020 Scotland is prioritizing creating a TraumaInformedNation The gov't is investing in education, collaborating w partner ",NONE,neutral
846,RT CBCAlerts Ontario public system high school teachers are going ahead with a one day walkout today after late night talks failed to bre ,failed,negative
847,RT According2Luke Over 4 in 10 Albertans do NOT believe in Evolution. Almost half think Creationism should be taught in school. . And our ,NONE,neutral
848,Thanks for dropping by our booth in Surrey today Our team will be at the Canada Place Convention Centre in ,NONE,neutral
849,RT CBCAlerts Ontario public system high school teachers are going ahead with a one day walkout today after late night talks failed to bre ,failed,negative
850,RT aseip1 Hint fairness. BBC News How Canada became an education superpower ,NONE,neutral
851,RT MATUGAMATUGA gtlem theJagmeetSingh Says what The same dude who s HS education was in the USA The wannabe PM ignorant of the divisio ,ignorant,negative
852,"RT According2Luke Alberta already has far more ""school choice"" than any province in Canada and gives far more public funding to Private ",NONE,neutral
853,RT According2Luke Over 4 in 10 Albertans do NOT believe in Evolution. Almost half think Creationism should be taught in school. . And our ,NONE,neutral
854,RT According2Luke Over 4 in 10 Albertans do NOT believe in Evolution. Almost half think Creationism should be taught in school. . And our ,NONE,neutral
855,Over 4 in 10 Albertans do NOT believe in Evolution. Almost half think Creationism should be taught in school. . And ,NONE,neutral
856,"RT According2Luke Alberta already has far more ""school choice"" than any province in Canada and gives far more public funding to Private ",NONE,neutral
857,"RT According2Luke Alberta already has far more ""school choice"" than any province in Canada and gives far more public funding to Private ",NONE,neutral
858,"RT According2Luke Alberta already has far more ""school choice"" than any province in Canada and gives far more public funding to Private ",NONE,neutral
859,RT CBCCalgary ATA head says education funding pays off as Alberta students rank near top of global survey ,top,positive
860,"RT QueenofDogHair We sacrifice our poor, healthcare amp education at the altar of the Oil Gods. Trust the prophet Jason Kenney That 4.7 bi ",trust,positive
861,"RT VincentBolducQC Le Qu bec ne si ge pas au G7 c'est un autre gouvernement avec d'autres valeurs qui y si ge. De plus, ca ne changera ri ",NONE,neutral
862, realroch denise lauzon LeDevoir Celui qui respectera tous ses engagements aura le droit de donner de le on. Les ,NONE,neutral
863,"RT According2Luke Alberta already has far more ""school choice"" than any province in Canada and gives far more public funding to Private ",NONE,neutral
864,RT CBCAlerts Ontario public system high school teachers are going ahead with a one day walkout today after late night talks failed to bre ,failed,negative
865,"RT Abigail75255173 Do you want to be financially free, then DM me for info on how to make withdrawals daily weekly with little investme ",NONE,neutral
866,"RT According2Luke THIS ""LaGrange said the government is working on its Choice in Education Act, which is intended to uphold parental ri ",uphold,positive
867,RT UofRegina We re celebrating 50 years of Co op Education at the UofRegina We were the very first Co op program in Western Canada whic ,NONE,neutral
868,"Alberta already has far more ""school choice"" than any province in Canada and gives far more public funding to Pri ",NONE,neutral
869,RT Principal68 We serve students as one of the finest education systems in the world a system worthy of praise and protection. ,"finest,worthy,praise",positive
870,"RT nicholas falvo Canadian high school students among top performers in reading, according to new international ranking. globeandmail ht ",top,positive
871,RT shelleymorse1 Elected school boards returning to P.E.I. after 8 years of government appointees CBC News ,NONE,neutral
872,"RT CareerLoans Thinking about returning to college or university If you don't meet admission requirements, you may need Academic Upgradi ",NONE,neutral
873,Elected school boards returning to P.E.I. after 8 years of government appointees CBC News ,NONE,neutral
874,"RT reubenmahaffy ""In Canada, socio economically advantaged students outperformed disadvantaged students in reading by 68 score points in ",NONE,neutral
875,"Thinking about returning to college or university If you don't meet admission requirements, you may need Academic ",NONE,neutral
876,RT CBCAlerts Ontario public system high school teachers are going ahead with a one day walkout today after late night talks failed to bre ,failed,negative
877,Table ronde pour mieux comprendre les r sultats acad miques des l ves ,NONE,neutral
878,RT CBCCalgary ATA head says education funding pays off as Alberta students rank near top of global survey ,top,positive
879,"RT reubenmahaffy ""In Canada, socio economically advantaged students outperformed disadvantaged students in reading by 68 score points in ",NONE,neutral
880,Ontario has a world class education system that others try to emulate. Help me understand why fordnation is messi ,NONE,neutral
881,"RT EstherTBenjamin Our economic future depends on our ability to fully recognize immigrants prior experience, education and skills, and ",NONE,neutral
882,"RT ThomasBrasch 30 years ago on Dec 6,...you know the story. amp Nothing has changed. We need change now, not only in laws but in education ",NONE,neutral
883," rachel lau Val Plante I wont yell at Rachel lau, what I can say is, your lack of education on this topic is truly ",lack,negative
884,RT eyeonthefly Let me get this straight... our provincial leadership is taking millions of dollars out of the education system after comm ,NONE,neutral
885,"RT KristopherWells Yet, let s decimate our education system, critique curriculum, reduce funding, and attack teachers. That sounds like ",NONE,neutral
886,Applications are open for GAC Corporate and the Chinese Ministry of Education's Canada China Scholars Exchange Pr ,NONE,neutral
887,RT MrDash109 Canada's conservative Reform Party's despise public education amp teachers. So they push for home skoolin etc so Maw amp Paw Ke ,"conservative,despise",negative
888,RT HWolder ATA head says education funding pays off as Alberta students rank near top of global survey ,top,positive
889,RT CBCAlerts Ontario public system high school teachers are going ahead with a one day walkout today after late night talks failed to bre ,failed,negative
890,RT MrDash109 Canada's conservative Reform Party's despise public education amp teachers. So they push for home skoolin etc so Maw amp Paw Ke ,"conservative,despise",negative
891, BurgerLover9000 EdtheSock DavoutHeybernie Ez4u2say Janis That's all irrelevant though given that Sanders has a ,irrelevant,negative
892,"RT jdouglaslittle This might be the stupidest education system decision I can remember. This is a PUBLIC in other words FREE, one tier e ",stupidest,negative
893,BBC News Children trying to spell tricky Spanish words ,tricky,negative
894,RT UofRegina We re celebrating 50 years of Co op Education at the UofRegina We were the very first Co op program in Western Canada whic ,NONE,neutral
895,"RT DEriobu NuhuSan00922838 GhenhisKhan The Seeker76 Why writing in English, you would have wrote in Arabic or Hausa language. Bundle o ",NONE,neutral
896,"Welcome Grace Coming from warm and sunny Philippines, she is starting her education journey in Canada with Evergr ","welcome,grace,warm",positive
897,RT eyeonthefly Let me get this straight... our provincial leadership is taking millions of dollars out of the education system after comm ,NONE,neutral
898,RT D19VP Dedicated to all the internet trolls who like to suggest that we don t have a world class education system in Ontario and Canada ,"dedicated,like",positive
899,Dire que l' ducation est meilleur au Canada est aussi absurde sachant que a ne changera rien car l' ducation est u ,dire,negative
900,"RT According2Luke THIS ""LaGrange said the government is working on its Choice in Education Act, which is intended to uphold parental ri ",uphold,positive
901,"RT EstherTBenjamin Our economic future depends on our ability to fully recognize immigrants prior experience, education and skills, and ",NONE,neutral
902,RT eyeonthefly Let me get this straight... our provincial leadership is taking millions of dollars out of the education system after comm ,NONE,neutral
903," shawn whatley our education system is as good as our health care system, a total flop if only Canada could lear ",good,positive
904,Thank Jason Kenney s guts and cuts Albertans pay more insurance electricity taxes education fees teachers nurses l ,thank,positive
905,Let me get this straight... our provincial leadership is taking millions of dollars out of the education system aft ,NONE,neutral
906,"RT EstherTBenjamin Our economic future depends on our ability to fully recognize immigrants prior experience, education and skills, and ",NONE,neutral
907, EdgeOfInsane63 Russhole6 McClung Johnnorthbridg1 Mr JSheffield beachyanne tagreenia That the education sys ,NONE,neutral
908,RT aseip1 Hint fairness. BBC News How Canada became an education superpower ,NONE,neutral
909,RT ImmunizedotCa Immunize Canada s goal is to contribute to the elimination of vaccine preventable diseases in Canada by increasing aware ,elimination,negative
910,"RT EstherTBenjamin Our economic future depends on our ability to fully recognize immigrants prior experience, education and skills, and ",NONE,neutral
911,"RT EstherTBenjamin Our economic future depends on our ability to fully recognize immigrants prior experience, education and skills, and ",NONE,neutral
912,Literary Holocaust exhibit for kids opens in Montreal. Young people are able to better understand the dangers of h ,better,positive
913,RT ONCommunists The Communist Party of Canada Ontario is in full solidarity with high school teachers on strike today CPC O Special ,NONE,neutral
914,"RT mrawolfe Can t wait for this get your tickets now...selling quick...including leaders from across the UK, also 30 friends from USA, ",NONE,neutral
915,RT MrDash109 Canada's conservative Reform Party's despise public education amp teachers. So they push for home skoolin etc so Maw amp Paw Ke ,"conservative,despise",negative
916,RT aseip1 Hint fairness. BBC News How Canada became an education superpower ,NONE,neutral
917, Bars sm MakemeFamou5 True thought the education system in Canada was supposed to be quality,NONE,neutral
918," Our economic future depends on our ability to fully recognize immigrants prior experience, education and skills, ",NONE,neutral
919,RT CBCAlerts Ontario public system high school teachers are going ahead with a one day walkout today after late night talks failed to bre ,failed,negative
920, HomeWorldof jonmanuel77 wendyannpotter1 Sflecce According to globeandmail article Quebec has significantly l ,NONE,neutral
921,RT ONCommunists The Communist Party of Canada Ontario is in full solidarity with high school teachers on strike today CPC O Special ,NONE,neutral
922,RT CBCAlerts Ontario public system high school teachers are going ahead with a one day walkout today after late night talks failed to bre ,failed,negative
923,"RT DEriobu NuhuSan00922838 GhenhisKhan The Seeker76 Why writing in English, you would have wrote in Arabic or Hausa language. Bundle o ",NONE,neutral
924,RT aseip1 Hint fairness. BBC News How Canada became an education superpower ,NONE,neutral
925,"RT According2Luke THIS ""LaGrange said the government is working on its Choice in Education Act, which is intended to uphold parental ri ",uphold,positive
926,RT CBCAlerts Ontario public system high school teachers are going ahead with a one day walkout today after late night talks failed to bre ,failed,negative
927,RT ONCommunists The Communist Party of Canada Ontario is in full solidarity with high school teachers on strike today CPC O Special ,NONE,neutral
928,"RT DEriobu NuhuSan00922838 GhenhisKhan The Seeker76 Why writing in English, you would have wrote in Arabic or Hausa language. Bundle o ",NONE,neutral
929,"RT VincentBolducQC Le Qu bec ne si ge pas au G7 c'est un autre gouvernement avec d'autres valeurs qui y si ge. De plus, ca ne changera ri ",NONE,neutral
930," sdcctnj hereforstudents Yah, because the American model that Ford wants here, has an education quality rank of 33 ",NONE,neutral
931, BurgerLover9000 EdtheSock DavoutHeybernie Ez4u2say Janis The free college quote from Ed is so pathetic I can ba ,NONE,neutral
932,"RT BhutilaKarpoche A free IB program is so important to communities like Parkdale. By now charging 3000, the Ford government is saying t ","free,important,like",positive
933,"RT According2Luke THIS ""LaGrange said the government is working on its Choice in Education Act, which is intended to uphold parental ri ",uphold,positive
934,We talked with Global Education Canada s Helen Liu about how OTTPay helps this top Toronto English school cater to ,top,positive
935,RT atypicalalbertn ColinAitchison Any response to this Colin Why is the minister misleading Albertans by suggesting we are among the hi ,misleading,negative
936,"RT ACEsCanada2020 Scotland is prioritizing creating a TraumaInformedNation The gov't is investing in education, collaborating w partner ",NONE,neutral
937," NuhuSan00922838 GhenhisKhan The Seeker76 Why writing in English, you would have wrote in Arabic or Hausa languag ",NONE,neutral
938,"RT VincentBolducQC Le Qu bec ne si ge pas au G7 c'est un autre gouvernement avec d'autres valeurs qui y si ge. De plus, ca ne changera ri ",NONE,neutral
939,RT UofRegina We re celebrating 50 years of Co op Education at the UofRegina We were the very first Co op program in Western Canada whic ,NONE,neutral
940,"RT UptheCypherPunx Big day in Ontario. Love amp solidarity to the teachers and all education workers on strike today The kids, and all of ","love,solidarity",positive
941,RT MATUGAMATUGA gtlem theJagmeetSingh Says what The same dude who s HS education was in the USA The wannabe PM ignorant of the divisio ,ignorant,negative
942,"Big day in Ontario. Love amp solidarity to the teachers and all education workers on strike today The kids, and all ","love,solidarity",positive
943,RT TCoxJardine Elected school boards returning to P.E.I. after 8 years of government appointees ,NONE,neutral
944,"RT KristopherWells Yet, let s decimate our education system, critique curriculum, reduce funding, and attack teachers. That sounds like ",NONE,neutral
945,"RT MarkWasyliw Manitoba students last in Canada in science and math, second last in reading CBC News Sadly this ",sadly,negative
946,"Excellent article by Myron Love in TheCJN about Michael Benarroch, past president of Winnipeg Board of Jewish Educ ","excellent,love",positive
947,"RT According2Luke THIS ""LaGrange said the government is working on its Choice in Education Act, which is intended to uphold parental ri ",uphold,positive
948,RT GESGlobal GES is proud to be this year's Education Sponsor at IAEE HQ's expoexpo ,proud,positive
949,"RT reubenmahaffy ""In Canada, socio economically advantaged students outperformed disadvantaged students in reading by 68 score points in ",NONE,neutral
950,Twitter can be so resourceful. Thanks for sharing this detailed procedure and tools. If Canada is in your line o ,NONE,neutral
951, crabb vicki MilanovNina mcfunny seftonm DominicCardy SarahBonheur33 TJProvincial No. That s the argument put ,NONE,neutral
952,"Booming SEA fintech sector, intl education in Canada among Asia's top, Uighur bill increases US China tensions, ",booming,positive
953," Scotland is prioritizing creating a TraumaInformedNation The gov't is investing in education, collaborating w par ",NONE,neutral
954,"Do you want to be financially free, then DM me for info on how to make withdrawals daily weekly with little inves ",NONE,neutral
955,"RT According2Luke THIS ""LaGrange said the government is working on its Choice in Education Act, which is intended to uphold parental ri ",uphold,positive
956,RT MATUGAMATUGA gtlem theJagmeetSingh Says what The same dude who s HS education was in the USA The wannabe PM ignorant of the divisio ,ignorant,negative
957,RT yukoncollege YukonU Yukon passes bill to create first university in Canada s North The Globe and Mail ,NONE,neutral
958,RT TundeTASH Top 10 Sites to learn Excel for free Sites for Free Online Education Sites for your career Sites to review your re ,"top,excel,free",positive
959,RT LukaszukAB Public Education works ableg abed ucp ,works,positive
960,RT MATUGAMATUGA gtlem theJagmeetSingh Says what The same dude who s HS education was in the USA The wannabe PM ignorant of the divisio ,ignorant,negative
961, EdtheSock RCAstudios DavoutHeybernie Ez4u2say Janis I mean... college degrees are worthless NOW. At least in Ca ,worthless,negative
962, CBCKatie How obvious is CBC going to get here You forget Canada s well regarded public education university syst ,well,positive
963,RT TundeTASH Top 10 Sites to learn Excel for free Sites for Free Online Education Sites for your career Sites to review your re ,"top,excel,free",positive
964,RT Environics Inst Equity in education Canada has one of the smallest gaps in reading scores between students from top and bottom social ,top,positive
965,RT StephenPunwasi The message to the public is clear Ford's Ontario government is willing to lie and deceive the public in order to da ,NONE,neutral
966, fmacleanbell1 theBicyKyle Kyle is an outstanding Cdn who has worked to make Canada a better place with lots of su ,"outstanding,worked,better",positive
967,RT ONCommunists The Communist Party of Canada Ontario is in full solidarity with high school teachers on strike today CPC O Special ,NONE,neutral
968,RT Environics Inst Equity in education Canada has one of the smallest gaps in reading scores between students from top and bottom social ,top,positive
969,RT MATUGAMATUGA gtlem theJagmeetSingh Says what The same dude who s HS education was in the USA The wannabe PM ignorant of the divisio ,ignorant,negative
970,RT jremarchant No rhetoric just the facts. Our education system remains amongst the top in the world. We should not and will not rest upo ,NONE,neutral
971,"RT EbonyReneeBaker Going to university and meeting so many black, asian and mixed students, it was the first time I really tried explorin ",NONE,neutral
972,Yes Canada has money but they use it for things like healthcare and education Nato summit Trump calls Trudeau ' ,"like,trump",positive
973,RT jamiewestndp The Education Minister s own consultations show what we ve all known for months parents are OVERWHELMINGLY against the C ,overwhelmingly,negative
974, gtlem theJagmeetSingh Says what The same dude who s HS education was in the USA The wannabe PM ignorant of the d ,ignorant,negative
975,RT jremarchant No rhetoric just the facts. Our education system remains amongst the top in the world. We should not and will not rest upo ,NONE,neutral
976,RT JulieSLalonde Canadian women now achieve higher levels of education than men and yet are still averaging .87 cents on the dollar. An ,NONE,neutral
977,RT redmcgraw1 Sflecce My message to you Listen to parents and reverse cuts to education. Stop increasing class sizes and stop lying.,NONE,neutral
978,Equity in education Canada has one of the smallest gaps in reading scores between students from top and bottom soc ,top,positive
979,"me 18 can i buy a bottle of vodka Canada no that's illegal and irresponsible me 18 can i go 30,000 into ","illegal,irresponsible",negative
980,"RT MrBGrant I m fighting for my students, my own children, and the future of public education in this province OSSTFD19 osstf NoCutst ",NONE,neutral
981,RT aseip1 Hint fairness. BBC News How Canada became an education superpower ,NONE,neutral
982,"RT QueenofDogHair We sacrifice our poor, healthcare amp education at the altar of the Oil Gods. Trust the prophet Jason Kenney That 4.7 bi ",trust,positive
983,RT KirkLubimov Teachers amp nurses in Alberta are highest paid in Canada. Albertans pay the most for education amp healthcare in Canada. Fr ,NONE,neutral
984,"This is a laudable goal ""The goal is for Islanders to have a stronger voice in decisions about the operation of th ","laudable,stronger",positive
985,RT aseip1 Hint fairness. BBC News How Canada became an education superpower ,NONE,neutral
986,"Is this beneficial to Canada, or does the higher education standard lead to an inefficient use of human capital and ","beneficial,lead",positive
987,Looking for a gift that does good in your community Make a donation to NMC in their name Every donation suppor ,good,positive
988,RT CBCAlerts Ontario public system high school teachers are going ahead with a one day walkout today after late night talks failed to bre ,failed,negative
989,RT aseip1 Hint fairness. BBC News How Canada became an education superpower ,NONE,neutral
990,RT jremarchant No rhetoric just the facts. Our education system remains amongst the top in the world. We should not and will not rest upo ,NONE,neutral
991,RT aseip1 Hint fairness. BBC News How Canada became an education superpower ,NONE,neutral
992,RT BhutilaKarpoche I stand with students I stand with parents I stand with teachers I stand with education workers I stand with labour ,NONE,neutral
993,RT TundeTASH Top 10 Sites to learn Excel for free Sites for Free Online Education Sites for your career Sites to review your re ,"top,excel,free",positive
994,RT CBCAlerts Ontario public system high school teachers are going ahead with a one day walkout today after late night talks failed to bre ,failed,negative
995,"We foster self discipline, independence, creativity, and curiosity in a STEM based environment. SMAC integrates th ",NONE,neutral
996,Auditor general's report finds Ontario not using 'sound evidence' in climate change plan O ,NONE,neutral
997,RT CBCAlerts Ontario public system high school teachers are going ahead with a one day walkout today after late night talks failed to bre ,failed,negative
998,RT DalydeGagne Can Canada not do more RT HumanRohingya The only refugee camps in the world where education is formally denied... Roh ,NONE,neutral
999,"RT BCouncil NI Teachers You've not got long to apply for our International Study Visits 2020 Taking place in France, USA San Francisc ",NONE,neutral
1000,RT TCoxJardine Elected school boards returning to P.E.I. after 8 years of government appointees ,NONE,neutral
